GDP_per_Capita,Healthy_Life_Expectancy,Freedom,Generosity,Unemployment_Rate,Education_Index,Population,Life_Satisfaction,Public_Trust,Mental_Health_Index,Income_Inequality,Public_Health_Expenditure,Political_Stability
27404.99,50.71,0.31,0.43,2.79,0.67,560879747,4.74,0.09,62.46,56.01,9.95,0.57
32983.69,50.89,0.97,0.21,8.06,0.99,307148241,7.77,0.72,93.59,32.87,8.97,0.61
47570.68,62.39,0.83,0.15,19.94,0.76,1435816605,7.74,0.94,82.11,31.77,7.01,0.58
2970.2,74.13,0.72,-0.01,11.03,0.98,962691979,8.34,0.51,68.67,55.32,8.23,0.74
23717.43,57.16,0.54,-0.04,3.64,0.69,356299156,5.07,0.85,69.62,55.49,7.81,0.48
52316.35,55.14,0.39,0.23,16.53,0.78,1424339756,4.73,0.98,61.32,49.11,4.09,0.46
41090.97,83.36,0.95,0.4,6.09,0.56,1356209044,6.28,0.72,93.21,32.03,5.34,0.67
47855.6,78.16,0.76,0.05,5.96,0.75,53095201,6.31,0.38,79.4,42.68,7.22,0.49
1520.08,82.72,0.95,0.26,6.23,1.0,724427071,5.89,0.08,90.57,59.69,4.06,0.55
55982.26,83.18,0.46,0.4,15.26,0.83,1324785096,6.67,0.86,80.16,54.71,4.06,0.69
52644.42,67.27,0.08,0.17,8.89,0.84,225447169,6.46,0.87,95.43,45.66,8.53,0.61
37183.72,76.32,0.41,0.35,4.4,0.86,663420945,7.3,0.3,55.29,29.66,4.49,0.13
2668.81,81.34,0.59,0.19,4.42,0.57,1037613223,8.21,0.6,73.92,30.83,5.07,0.88
58398.54,58.47,0.74,0.3,17.14,0.55,1340600676,7.22,0.17,89.42,31.82,5.17,0.79
41044.08,76.38,0.34,0.4,8.97,0.91,829121986,4.63,0.78,59.97,52.76,8.4,0.92
10858.91,63.37,0.63,0.29,6.78,0.97,1022045324,4.75,0.62,42.27,55.74,9.17,0.92
26343.4,52.73,0.59,0.02,16.37,0.63,1479156285,5.49,0.59,66.8,45.89,8.65,0.1
25524.0,59.42,0.43,0.21,13.52,0.8,368840481,6.47,0.92,54.26,53.89,6.11,0.94
26991.66,64.18,0.31,0.15,19.47,0.78,510857196,4.67,0.1,51.55,29.31,2.95,0.91
27842.66,84.5,0.66,0.26,2.29,0.7,415458538,7.31,0.92,56.98,41.42,4.63,0.12
35173.98,66.33,0.28,0.41,15.75,0.8,873109614,7.56,0.64,79.58,37.03,8.67,0.43
49671.37,70.46,0.22,0.05,7.96,0.53,438981680,8.27,0.15,42.23,51.39,2.03,0.87
2305.86,84.3,0.45,0.46,15.93,0.72,1033358381,7.83,0.85,86.6,32.94,5.46,0.46
20793.12,57.98,0.67,0.21,14.85,0.73,1035003839,4.5,0.75,72.45,41.95,6.36,0.83
57231.29,66.22,0.94,0.45,14.44,0.88,1192330483,8.68,0.58,50.99,50.5,9.95,0.12
29629.94,78.61,0.86,0.01,2.63,0.94,217758769,4.69,0.69,54.17,42.67,6.53,0.7
23232.36,71.47,1.0,0.15,19.79,0.72,552314683,7.74,0.75,97.9,46.44,2.82,0.79
40792.02,71.41,0.52,0.39,4.37,0.98,1097281906,7.42,0.22,73.16,38.54,2.76,0.9
1462.85,67.04,0.42,0.38,10.89,0.96,498864276,5.01,0.33,85.74,34.58,2.82,0.05
8711.2,83.87,0.32,0.2,2.67,0.75,1077175106,4.87,0.9,80.94,33.33,3.03,0.34
38459.94,67.27,0.68,-0.08,12.8,0.93,1104658102,5.81,0.83,59.24,44.13,5.68,0.38
23122.91,52.01,0.03,0.01,11.82,0.63,366649202,5.12,0.57,59.22,52.1,9.65,0.29
58202.42,55.66,0.92,0.1,18.46,0.59,412427668,6.07,0.61,71.37,40.38,4.46,0.88
24925.75,84.44,0.83,0.03,8.5,0.97,812821400,8.09,0.88,82.58,25.45,4.21,0.38
51724.0,75.83,0.51,-0.19,11.58,0.51,613211538,5.33,0.73,62.44,35.44,5.66,0.98
3898.49,52.33,0.55,0.23,14.04,0.9,316282215,7.59,0.21,57.92,39.32,5.32,0.48
6967.91,74.14,0.85,0.32,6.4,0.74,361634907,7.68,0.51,54.97,25.88,8.89,0.31
25683.77,72.84,0.63,-0.01,17.09,0.53,1017635271,5.25,0.01,49.96,29.01,3.12,0.26
57630.23,64.51,0.46,0.06,10.2,0.95,7971771,5.73,0.69,74.34,34.23,6.67,0.04
22727.5,61.91,0.4,0.14,10.74,0.59,1445296938,8.2,0.55,82.99,56.54,3.62,0.38
33650.6,65.97,0.97,0.39,10.93,0.62,786529569,4.14,0.29,58.53,50.18,5.99,0.69
25720.63,51.94,0.61,0.24,14.64,0.96,25717193,4.77,0.94,42.67,25.96,8.01,0.36
51526.07,74.01,0.78,-0.07,4.1,0.94,339791583,6.81,0.48,68.86,52.68,8.94,0.78
6644.45,79.91,0.67,-0.1,12.6,0.63,1118757131,4.44,0.96,78.22,40.82,2.79,0.05
59735.69,62.41,0.7,0.23,3.51,0.54,807065040,7.77,0.4,51.31,54.36,9.29,0.18
11254.13,57.6,0.85,0.45,5.9,0.58,724601993,6.74,0.86,59.24,33.21,5.33,0.89
26593.28,51.42,0.65,0.21,17.21,0.91,1035740660,8.49,0.78,71.75,59.26,8.85,0.55
2082.57,78.6,0.53,0.3,4.0,0.86,865938289,4.59,0.4,61.99,46.56,3.46,0.2
18511.21,54.79,0.54,0.34,16.3,0.65,1183869485,4.63,0.64,67.38,20.21,3.44,0.27
26663.83,68.58,0.02,0.33,13.94,0.65,570403029,5.37,0.68,75.21,30.96,4.3,0.85
45059.46,54.35,0.53,0.41,10.28,0.83,765488315,8.14,0.19,70.31,54.14,3.87,0.2
28025.95,67.42,0.64,0.29,18.28,0.74,1444648952,6.17,0.29,87.45,41.41,7.81,0.47
1149.13,54.86,0.88,0.39,9.95,0.58,517574334,6.44,0.52,44.53,26.09,3.18,0.11
53763.87,78.12,0.55,0.22,17.49,0.56,1404804800,4.0,0.2,45.82,28.42,3.25,0.87
24874.67,54.85,0.33,0.43,17.64,0.96,139023210,6.73,0.93,51.3,23.68,6.25,0.63
37331.76,53.54,0.74,0.05,12.06,0.65,207304618,7.2,0.46,59.43,52.38,3.72,0.56
19960.83,71.2,0.21,-0.07,7.55,0.62,645807513,6.31,0.61,60.34,44.74,9.04,0.66
54390.84,53.71,0.36,0.34,19.31,0.86,776517650,8.92,0.64,73.27,41.22,2.43,0.86
47062.36,71.34,0.11,0.26,15.98,0.72,1051741699,7.31,0.2,52.73,54.22,4.92,0.92
13203.62,51.58,0.96,0.46,18.72,0.73,735662478,4.87,0.39,77.54,28.8,2.86,0.2
55043.53,51.68,0.36,0.23,19.86,0.88,1033943619,6.33,0.35,76.24,57.28,6.24,0.63
5481.66,50.85,0.78,0.4,15.45,1.0,702475587,5.91,0.69,43.14,31.86,7.42,0.73
18468.84,53.25,0.69,0.25,14.52,0.59,990154052,4.3,0.73,62.56,55.39,6.5,0.34
49187.97,51.58,0.59,0.44,18.46,0.96,938887860,8.81,0.05,40.96,20.15,7.11,0.25
48651.92,81.84,0.17,-0.19,5.1,0.64,1406164002,6.95,0.01,67.59,45.46,9.03,0.58
31716.73,62.57,0.44,0.45,3.58,0.97,1049322251,8.94,0.28,46.51,55.63,7.94,0.35
20833.42,55.75,0.34,0.01,4.86,0.73,297078431,7.22,0.61,61.35,26.23,2.12,0.3
22936.38,74.45,0.97,-0.09,17.07,0.63,296261846,5.88,0.3,65.56,48.63,9.51,0.31
3480.64,69.21,0.04,0.06,2.85,0.51,301962218,7.22,0.97,68.12,39.52,3.7,0.11
28368.05,67.61,0.28,-0.17,8.38,0.74,1060262266,5.23,0.13,61.87,34.9,7.79,0.64
44580.51,74.94,0.17,0.01,4.1,0.89,533554951,6.99,0.02,65.2,46.98,5.84,0.3
8308.95,81.95,0.69,-0.13,11.79,0.72,11013558,4.67,0.13,55.88,23.97,5.86,0.28
55666.87,68.57,0.97,0.36,6.54,0.89,553418998,7.81,0.06,79.82,57.34,7.79,0.78
41962.21,75.02,0.24,0.25,9.34,0.5,1048108063,5.09,0.43,99.81,50.97,8.32,0.38
10397.7,51.76,0.39,-0.11,2.38,0.74,1386012403,6.82,0.92,98.95,30.58,9.15,0.23
4078.92,53.51,0.39,0.02,7.37,0.85,1438511134,7.82,0.38,48.98,24.58,5.08,0.98
49710.91,59.12,0.72,0.4,9.49,0.55,1470701827,7.8,0.47,82.86,33.35,7.33,0.2
39543.02,70.37,0.85,0.02,5.18,0.6,1323962414,5.67,0.51,51.29,20.44,5.82,0.39
52624.38,55.64,0.25,-0.01,4.22,0.94,495980516,6.8,0.06,47.62,58.39,9.69,0.53
47821.88,65.8,0.61,0.27,12.02,0.93,344711905,5.6,0.24,45.99,27.08,5.43,0.8
11171.37,68.82,0.75,0.29,5.99,0.97,686429911,6.2,0.17,47.29,52.51,3.75,0.17
57575.37,82.68,0.57,-0.1,13.67,0.87,245007160,7.61,0.23,71.67,28.21,4.32,0.36
46624.94,84.86,0.9,0.22,8.77,0.63,361858402,5.01,0.72,73.09,52.9,5.56,0.22
17265.47,64.9,0.26,0.2,13.48,0.54,339979274,4.06,0.79,49.97,53.85,3.65,0.81
26744.72,82.84,0.88,-0.09,6.68,0.65,228972828,5.48,0.9,68.2,43.09,2.21,0.52
26489.46,56.5,0.91,0.39,19.57,0.68,1442357200,8.43,0.45,95.9,56.6,5.19,0.4
46934.63,63.36,0.96,0.49,16.88,0.62,695606042,8.66,0.22,80.83,47.92,8.12,0.24
36870.3,56.23,0.59,-0.03,17.4,0.88,481120055,4.2,0.51,61.75,26.8,9.04,0.2
26010.09,56.85,0.43,0.01,9.29,0.73,1106117091,4.22,0.45,80.4,43.84,2.75,0.22
37034.16,77.09,0.95,0.45,19.4,0.95,687625030,8.78,0.58,99.19,48.08,9.71,0.76
38170.42,55.25,0.24,-0.18,18.43,0.68,824570944,4.53,0.43,41.11,25.82,3.36,0.13
19572.35,52.78,0.52,0.01,3.61,0.55,364735349,6.58,0.31,80.44,44.01,3.69,0.39
6529.77,75.12,0.69,0.28,15.42,0.98,565047106,8.69,0.71,78.2,38.37,3.6,0.83
59740.91,69.84,0.3,0.2,3.27,0.59,1440587787,8.22,0.54,78.72,26.1,6.58,0.01
7596.22,84.13,0.27,0.09,9.8,0.66,953047373,6.54,0.06,94.2,58.12,8.98,0.48
58775.65,58.06,0.08,-0.07,8.46,0.65,1415527369,8.16,0.03,59.72,33.01,8.13,0.15
36650.13,69.6,0.75,0.08,18.56,0.64,197447588,6.13,0.61,71.24,51.14,8.65,0.36
25180.47,61.2,0.59,0.32,18.32,0.72,1065423996,7.08,0.42,90.4,32.46,3.99,0.36
22304.88,83.36,0.91,0.1,11.16,0.69,1391444281,8.64,0.81,89.43,46.9,5.29,0.92
15258.6,73.47,0.78,0.25,3.49,0.85,1260858037,8.2,0.64,79.77,42.75,3.1,0.28
2455.16,77.98,0.43,0.47,19.44,0.79,646302548,8.35,0.85,47.5,37.08,3.29,0.88
15581.56,79.4,0.79,-0.02,9.89,0.89,999212592,6.75,0.81,65.07,28.06,8.38,0.65
21203.54,61.08,0.61,-0.1,6.56,0.68,627674832,4.04,0.14,71.68,50.25,7.77,0.09
13772.94,65.83,0.24,0.2,17.54,0.57,1121610260,5.14,0.11,70.63,49.2,6.0,0.03
39261.36,71.04,0.4,-0.11,16.95,0.74,355171620,4.32,0.19,68.26,25.92,5.52,0.97
47644.94,70.86,0.83,0.41,13.99,0.72,86785245,8.25,0.64,60.5,58.45,5.82,0.13
43958.17,50.62,0.72,0.44,2.66,0.65,1175809868,4.86,0.02,96.13,22.47,9.45,0.31
34501.74,82.18,0.06,0.15,15.08,0.72,759975616,6.24,0.35,72.59,43.12,7.4,0.21
41931.72,50.36,0.71,0.37,16.54,0.87,1440273632,8.45,0.93,67.82,35.21,2.37,0.33
39293.62,80.0,0.22,-0.0,19.22,0.7,786833217,6.68,0.8,85.85,30.45,3.26,0.16
41029.35,77.05,0.61,0.21,4.12,0.93,275960932,7.29,0.52,93.76,55.87,8.45,0.14
31023.7,69.09,0.72,-0.18,2.55,0.7,1127574700,4.45,0.52,76.0,30.51,3.4,0.96
35028.89,84.88,0.93,0.24,15.55,0.52,1453023224,7.76,0.53,50.17,58.33,9.43,0.78
57437.27,62.53,0.65,-0.07,19.7,0.89,1304662791,4.61,0.86,75.46,21.6,8.54,0.15
1110.49,74.02,0.84,0.09,15.91,0.72,770499630,4.89,0.77,60.84,51.2,6.16,0.18
35325.68,50.23,0.05,0.01,6.16,0.66,1088506628,7.18,0.9,81.82,24.38,8.94,0.63
50461.93,60.2,0.43,0.24,12.65,0.78,968078757,5.5,0.01,54.93,27.27,7.76,0.74
16006.07,70.07,0.14,0.46,13.03,0.66,202443299,7.34,0.23,99.84,33.53,3.14,0.78
34557.38,68.31,0.41,0.33,9.54,0.54,1111987487,7.96,0.85,46.12,21.62,6.82,0.98
42585.34,79.64,0.47,0.12,10.47,0.74,458119055,7.78,0.51,52.51,50.22,5.79,0.07
13316.01,63.42,0.9,0.17,9.99,0.71,570635106,6.15,0.65,75.75,46.41,4.71,0.05
33467.44,68.74,0.29,-0.09,14.13,0.82,943521878,7.96,0.57,90.2,53.48,6.23,0.61
40258.88,72.6,0.1,-0.06,8.04,0.68,721004157,5.57,0.93,76.62,38.15,6.33,0.27
51511.68,61.99,0.5,-0.03,19.84,0.71,873392918,4.88,0.89,77.38,32.82,9.09,0.46
5858.83,52.45,0.68,0.24,17.66,0.57,1130362920,7.39,0.36,59.38,31.17,5.44,0.9
37116.84,67.6,0.31,0.39,8.46,0.73,339869965,8.89,0.69,46.02,21.3,5.32,0.55
24726.88,66.4,0.73,0.19,8.7,0.53,718761774,5.78,0.25,40.39,44.34,9.69,0.81
23960.71,50.96,0.37,0.25,19.02,0.52,359400639,4.46,0.89,59.68,54.29,7.8,0.02
53516.79,72.55,0.41,0.25,14.2,0.88,625420423,7.79,0.83,49.9,36.66,6.95,0.77
20291.68,81.53,0.98,-0.0,14.41,0.67,647458898,6.03,0.7,46.7,42.89,5.07,0.51
17176.26,79.12,0.1,0.13,7.51,0.95,1318819962,7.97,0.57,92.39,40.22,5.22,0.95
35143.34,76.1,0.65,0.18,16.12,0.5,425734147,5.34,0.89,45.7,58.33,7.02,0.27
24449.78,66.74,0.85,0.09,14.16,0.63,812216791,7.52,0.25,44.3,37.57,3.36,0.2
15583.31,77.84,0.49,0.28,10.32,0.63,1490904811,6.48,0.03,74.36,23.72,9.94,0.82
46743.63,50.89,0.89,0.48,14.47,0.88,1065576195,4.66,0.76,42.54,20.69,5.52,0.15
12449.18,68.56,0.58,0.03,12.39,0.53,88257901,6.32,0.33,82.06,57.92,9.4,0.37
4884.69,50.81,0.44,0.07,8.92,0.95,337478840,8.85,0.62,99.8,42.14,8.5,0.59
45356.14,74.35,0.21,0.47,18.43,0.73,1085402785,7.04,0.53,54.2,27.49,8.32,0.92
24129.74,72.24,0.09,-0.03,13.71,0.64,970685717,6.75,0.28,91.66,29.19,8.93,0.62
5317.33,76.76,0.06,0.25,6.86,0.97,374884856,7.01,0.49,59.4,29.78,4.23,0.28
30337.48,79.0,0.79,0.09,2.42,0.63,367522994,5.56,0.63,62.91,35.89,9.65,0.84
23958.26,54.33,0.59,-0.17,6.9,0.73,519594846,8.5,0.79,85.85,25.98,9.14,0.19
48376.53,65.71,0.64,0.15,7.66,0.77,786872732,8.46,0.58,70.12,40.49,8.08,0.64
55256.6,62.7,0.34,0.24,16.81,0.56,1324634947,7.52,0.54,85.76,31.5,5.62,0.76
25653.52,57.94,0.06,0.14,2.92,0.52,349892483,4.14,0.55,46.78,45.38,2.82,0.48
20606.28,57.78,0.9,0.32,10.61,0.73,308297964,6.94,0.43,62.38,38.71,9.31,0.34
7456.39,53.84,0.77,-0.12,11.23,0.8,744415082,4.36,0.63,45.04,28.69,4.9,0.43
8080.16,77.86,0.95,0.42,17.83,0.92,315479034,8.79,0.6,83.6,46.68,7.26,0.78
24866.47,63.83,0.77,0.05,14.01,0.76,659877579,7.46,0.18,63.61,51.91,9.63,0.59
49978.2,79.58,0.92,-0.15,18.75,0.5,1053132358,5.71,0.26,65.35,50.61,7.23,0.53
37174.2,64.33,0.49,0.2,6.06,0.76,343861911,8.3,0.04,77.12,48.61,8.61,0.02
42808.6,63.01,0.13,-0.15,19.73,0.7,310346819,4.69,0.09,83.18,26.24,9.16,0.38
1646.99,67.63,0.03,0.29,6.52,0.72,120689186,6.63,0.81,42.36,50.64,5.29,0.17
51075.44,70.52,0.63,-0.0,9.36,0.96,1330208619,8.57,0.62,87.46,30.91,8.0,0.37
59115.58,71.45,0.54,-0.12,12.4,0.56,173826571,7.38,0.69,59.39,40.97,5.18,0.97
50345.79,66.98,0.9,-0.04,5.32,0.57,1192813575,7.85,0.56,88.21,24.4,9.15,0.79
8599.97,72.64,0.89,0.31,9.35,0.6,956470407,4.01,0.35,69.63,32.66,5.58,0.62
5594.33,55.69,0.54,-0.09,17.95,0.74,1213062547,5.87,0.94,62.43,52.77,3.56,0.35
37228.57,57.8,0.7,0.23,16.76,0.93,1425431979,4.37,0.01,97.4,45.64,2.17,0.38
4273.55,62.26,0.61,-0.03,19.05,1.0,1044425705,6.48,0.57,94.77,44.37,2.79,0.9
6369.7,54.09,0.89,0.24,15.79,1.0,1347975093,4.55,0.98,67.1,37.11,5.65,0.96
35165.28,83.73,0.41,-0.1,8.73,0.8,1243707089,5.07,0.4,62.82,58.75,2.18,0.5
41495.96,63.97,0.38,0.26,5.68,0.9,796481931,4.03,0.84,69.14,41.87,7.36,0.35
14745.36,73.25,0.69,0.3,15.8,0.61,823973779,6.1,0.86,63.3,48.89,4.94,0.85
41608.8,58.4,0.14,0.23,9.66,0.75,310716978,7.34,0.04,70.7,45.29,8.56,0.59
8465.09,75.28,0.59,-0.02,9.63,0.59,349365850,5.97,0.12,52.09,54.34,2.08,0.45
14866.7,71.12,0.91,-0.14,11.5,0.51,113243222,4.68,0.07,71.72,56.79,2.3,0.49
36477.19,70.67,0.65,0.2,17.23,0.68,938367174,5.09,0.34,91.33,37.27,5.18,0.61
51731.24,75.28,0.58,0.39,4.98,0.91,254965054,8.26,0.12,45.84,52.8,8.18,0.69
40433.28,74.65,0.6,0.29,10.29,0.97,265129146,6.24,0.7,92.99,47.68,7.27,0.26
20933.38,55.03,0.63,0.24,11.3,0.96,710228601,4.46,0.87,60.11,32.25,7.7,0.67
14723.08,56.72,0.54,0.49,3.28,0.71,225969384,7.28,0.22,41.81,40.61,8.3,0.92
51844.66,59.31,0.18,-0.06,14.43,0.84,41825499,8.59,0.83,56.93,51.69,9.58,0.31
5236.65,52.72,0.03,-0.14,5.0,0.78,814133500,7.46,0.76,74.46,41.78,8.46,0.2
58312.71,77.67,0.0,-0.05,18.37,0.93,913503032,6.96,0.3,47.77,53.62,6.88,0.77
50383.46,55.67,0.71,0.24,8.36,0.91,55100119,8.49,0.78,57.61,42.1,6.51,0.54
17831.4,77.92,0.78,0.07,9.76,0.76,1309279671,7.62,0.41,97.18,41.06,9.15,0.84
14860.82,79.23,0.71,0.15,18.49,0.92,1024001340,6.36,0.34,76.0,57.16,8.47,0.12
2522.62,51.18,0.12,0.13,7.22,0.64,357793853,8.59,0.19,70.7,43.81,6.07,0.85
54726.14,75.68,0.02,-0.08,5.03,0.72,211200130,8.15,0.26,56.05,26.17,5.76,0.33
19042.35,68.05,0.9,-0.04,13.55,0.95,685541575,6.76,0.07,66.13,57.65,4.29,0.78
1543.13,83.35,0.79,-0.03,10.26,0.68,1138035636,4.95,0.67,97.63,29.56,4.58,0.93
6054.19,83.99,0.19,0.21,5.99,0.74,815398584,7.87,0.31,92.78,43.88,9.94,0.97
4941.03,64.95,0.52,0.5,8.75,0.8,1193792183,4.92,0.15,60.21,51.04,4.83,0.48
3570.08,82.15,1.0,0.44,5.16,0.89,1028564276,4.62,0.91,59.81,43.18,5.0,0.07
13084.45,74.04,0.17,0.35,7.69,0.93,1076089426,7.12,0.77,68.03,57.88,4.59,0.73
6595.0,62.6,0.67,-0.18,3.22,0.91,900267826,8.33,0.99,97.12,27.14,7.95,0.84
28505.22,69.86,0.73,0.5,7.06,0.71,674271372,8.6,0.14,88.17,23.44,4.17,0.33
2702.62,73.96,0.93,0.1,13.18,0.54,670141445,6.71,0.3,44.62,45.35,4.59,0.2
56138.93,71.83,0.08,-0.08,17.03,0.86,1327238932,4.03,0.73,62.02,29.9,4.78,0.84
59221.83,59.13,0.26,0.16,7.26,0.84,980810388,5.67,0.07,60.71,27.55,8.46,0.39
11361.32,64.12,0.64,-0.09,13.09,0.61,1299539089,4.0,0.67,83.65,42.42,9.4,0.03
43970.62,61.68,0.41,0.27,9.2,0.96,654443758,4.93,0.57,50.67,56.43,4.85,0.2
6963.51,75.14,0.04,0.06,19.13,0.71,156233496,4.1,0.83,74.86,55.12,4.68,0.79
18452.99,76.06,0.39,-0.13,3.77,0.87,1065321866,5.49,0.83,86.02,57.61,4.92,0.76
57823.76,53.56,0.04,0.22,3.23,0.54,1172539068,5.97,0.95,76.03,42.88,2.59,0.5
45155.39,51.55,0.18,-0.17,18.49,0.91,1119013335,6.95,0.46,56.84,25.11,8.39,0.17
9619.35,80.48,0.98,0.13,8.25,0.53,864556831,4.92,0.03,72.49,21.6,6.41,0.06
57828.96,70.38,0.32,0.31,10.43,0.94,720438496,5.12,0.71,93.9,50.14,7.88,0.83
4051.53,58.44,0.04,-0.0,6.85,0.9,1064165954,4.34,0.16,99.97,28.55,8.37,0.99
32329.18,77.05,0.04,0.06,19.45,0.62,792469443,6.4,0.39,57.4,45.3,6.02,0.46
24549.36,65.58,0.32,0.22,12.44,0.86,559741802,7.04,0.91,40.18,24.77,3.29,0.77
51226.04,82.28,0.04,0.41,6.21,0.91,1046587607,4.52,0.22,88.22,21.1,3.75,0.52
57265.73,80.95,0.97,0.42,16.1,0.83,373534250,4.16,0.22,61.51,29.92,7.04,0.1
28864.58,53.98,0.09,-0.01,12.88,0.89,1008397988,5.99,0.7,95.1,28.51,9.79,0.9
39109.08,50.26,0.21,0.3,15.05,0.84,1102204661,4.05,0.4,47.75,53.43,2.31,0.01
9075.94,60.79,0.68,0.46,3.24,1.0,1417620551,8.71,0.81,47.45,54.59,7.33,0.59
36341.75,69.36,0.22,-0.18,6.29,0.75,1211094861,8.74,0.11,59.95,31.07,6.04,0.73
29537.15,55.72,0.23,0.24,15.79,0.71,795512511,5.84,0.68,72.09,22.32,7.72,0.48
10219.42,64.59,0.44,0.5,6.3,0.83,254210549,7.17,0.43,45.03,55.96,9.3,0.05
12145.92,54.3,0.45,0.34,7.31,0.81,1203960780,4.68,0.59,74.04,46.59,6.66,0.93
24641.26,83.58,0.74,0.02,2.84,0.61,896463378,7.48,0.46,88.94,33.53,6.86,0.33
14627.01,73.92,0.66,-0.2,13.11,0.54,944332907,4.35,0.56,50.91,43.29,3.5,0.52
27674.03,72.02,0.56,-0.09,7.43,0.63,501026759,8.34,0.87,43.42,42.74,8.85,0.09
40083.37,69.67,0.29,-0.1,7.66,0.71,399083956,4.56,0.62,52.35,53.71,9.77,0.76
42606.15,60.43,0.24,0.47,4.74,0.69,86413157,8.14,0.13,90.89,48.21,5.48,0.19
43291.07,66.0,0.83,0.37,7.1,0.67,663664377,7.0,0.96,92.52,38.52,7.46,0.49
43042.1,52.31,0.63,0.41,2.92,0.69,518530060,8.7,0.99,97.97,25.52,7.2,0.66
58219.43,62.98,0.11,0.32,3.82,0.6,945168059,8.08,0.58,57.8,53.53,10.0,0.6
49234.41,67.77,0.99,0.23,10.98,0.84,467481408,6.15,0.83,87.28,50.21,7.02,0.99
36901.77,74.71,0.79,0.11,5.55,0.81,595038684,5.73,0.04,95.28,41.37,2.8,0.39
38001.17,75.07,0.04,0.01,19.55,0.52,393774486,8.86,0.43,66.73,49.1,6.57,0.86
22056.43,63.09,0.1,0.26,5.23,0.64,1255565007,6.16,0.4,93.55,57.87,4.51,0.04
24761.21,59.78,0.28,0.18,17.67,0.99,960436575,4.15,0.31,74.67,37.24,6.42,0.22
56376.74,65.52,0.23,-0.18,6.2,0.72,1387514300,7.24,0.71,81.8,23.91,4.42,0.57
40427.31,83.19,0.48,0.43,7.4,0.99,155900757,6.26,0.99,67.89,41.6,8.26,0.12
48357.87,76.18,0.23,0.43,5.57,0.6,1413729703,5.09,0.41,59.91,49.49,9.79,0.69
1806.98,82.14,0.25,0.48,14.67,0.98,1399916213,8.26,0.14,50.95,34.33,9.65,0.89
31464.05,72.82,0.24,0.06,6.25,0.72,79491278,5.37,0.82,81.86,54.07,8.8,0.3
33553.3,80.97,0.74,0.13,15.63,0.83,1258611265,7.63,0.78,55.34,54.21,4.93,0.12
2200.11,58.96,0.54,0.21,17.23,0.66,723230791,4.02,0.49,64.08,53.74,9.45,0.45
24578.67,59.83,0.8,0.38,9.43,0.78,757183431,8.09,0.01,77.96,39.36,2.5,0.54
41055.28,61.61,0.11,0.26,17.22,0.79,1053800164,6.61,0.78,79.92,36.83,2.09,0.95
44608.36,75.67,0.25,0.09,12.72,0.83,171412314,7.38,0.64,68.59,26.47,3.32,0.94
39756.7,67.52,0.62,0.38,16.36,0.83,674016702,5.98,0.3,68.07,53.06,9.54,0.99
16930.29,62.75,0.65,0.18,3.94,0.58,1366842597,6.35,0.21,75.05,26.55,5.11,0.02
27848.05,57.29,0.62,0.29,18.99,0.56,1112003586,6.73,0.25,94.06,47.94,2.19,0.03
22190.67,54.79,0.98,-0.17,3.54,0.68,404573436,5.78,0.47,80.17,23.79,9.52,0.6
9448.65,52.64,0.1,0.42,4.56,0.89,1283132357,8.49,0.03,82.59,43.91,7.68,0.03
58276.67,71.34,0.18,0.05,5.13,0.6,1352027113,4.46,0.09,62.51,38.84,8.31,0.88
52734.66,80.08,0.8,0.06,13.54,0.69,886862020,6.9,0.59,61.27,37.5,2.18,0.35
24685.17,84.72,0.34,0.15,10.76,0.62,612550319,6.54,0.75,77.24,49.21,6.45,0.88
4821.56,66.93,0.36,0.01,10.28,0.98,646994494,6.78,0.28,48.39,22.92,4.69,0.98
19495.04,73.89,0.65,0.01,4.98,0.5,263535845,7.43,0.79,70.04,33.68,6.94,0.5
11533.44,71.57,0.52,-0.0,8.8,0.96,555297000,5.43,0.36,93.0,35.32,4.63,0.11
38353.3,61.33,0.83,0.47,14.78,0.65,124674951,5.85,0.79,77.62,56.84,6.9,0.43
23842.17,69.25,0.29,0.33,8.59,0.66,1293864550,4.92,0.06,71.74,56.8,7.62,0.97
4468.96,65.97,0.05,0.29,10.39,0.63,402405157,6.77,0.18,47.26,36.61,3.03,0.62
20454.14,66.74,0.62,-0.07,16.57,0.76,884448161,6.14,0.69,47.72,45.92,7.36,0.3
35883.33,52.27,0.28,0.44,13.02,0.96,1150333323,8.57,0.78,43.23,26.24,3.15,0.5
51621.72,55.54,0.18,-0.11,9.73,0.77,642470746,7.24,0.72,71.34,30.89,5.2,0.23
8171.84,81.53,0.03,-0.2,10.37,0.55,1427686651,5.15,0.72,79.35,42.67,8.38,1.0
11790.37,63.81,0.93,0.42,19.16,0.96,451657462,5.74,0.47,94.85,28.22,3.66,0.35
41209.36,65.34,0.9,0.12,7.28,0.87,164298355,5.9,0.52,96.72,40.92,9.88,0.54
1264.42,74.88,0.08,0.37,11.75,0.55,29467775,7.01,0.81,51.77,43.9,4.24,0.18
59869.28,57.64,0.55,0.27,4.75,0.8,1306671489,4.93,0.86,84.17,33.37,8.32,0.13
48875.73,76.33,0.68,0.3,9.56,0.91,264128536,4.83,0.26,98.1,36.0,7.27,0.27
48838.41,58.02,0.54,0.22,15.1,0.9,1082008494,6.12,0.42,51.0,32.11,2.65,0.16
10020.34,73.35,0.24,-0.15,2.1,0.73,784136294,7.7,0.86,40.53,44.64,7.13,0.8
